Reference,Gene,Peptide,Measurement,Protein,25%,75%,mRNA,Error,tp8mer,tp7m8,tp7A1,orf8mer,orf7m8,orf7A1,fp8mer,fp7m8,fp7A1
NM_007356,LAMB4,-,-,-,-,-,0.000 ,2.063 ,0,0,0,0,1,0,0,0,0
NM_017802,HEATR2,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_012338,TSPAN12,-,-,-,-,-,0.251 ,0.206 ,0,0,1,0,0,0,0,0,0
NM_001031710,KLHL7,-,-,-,-,-,-0.525 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_198570,VWC2,-,-,-,-,-,0.000 ,2.061 ,0,0,0,0,0,0,0,0,0
NM_005837,POP7,3,6,0.186 ,0.021 ,0.415 ,0.349 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_022444,SLC13A1,-,-,-,-,-,0.000 ,2.068 ,0,0,0,0,0,0,0,0,0
NM_016447,MPP6,-,-,-,-,-,0.199 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_018947,CYCS,2,7,0.351 ,0.167 ,0.479 ,0.148 ,0.219 ,0,0,0,0,0,0,0,0,0
NM_001008225,CNOT4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_022458,LMBR1,-,-,-,-,-,0.161 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_012447,STAG3,-,-,-,-,-,0.246 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001080453,INTS1,29,59,-0.069 ,-0.226 ,0.019 ,0.389 ,0.232 ,0,0,0,0,0,0,0,0,0
NM_182489,STRA8,-,-,-,-,-,-0.757 ,1.390 ,0,0,0,0,0,0,0,0,0
NM_000230,LEP,-,-,-,-,-,0.000 ,2.061 ,0,0,0,0,0,0,0,0,0
NM_004444,EPHB4,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_015198,COBL,-,-,-,-,-,-0.123 ,0.212 ,0,1,0,0,1,0,0,0,0
NM_004333,BRAF,-,-,-,-,-,0.122 ,0.206 ,0,0,0,0,1,0,0,0,0
NM_001007245,IFRD1,-,-,-,-,-,-0.007 ,0.204 ,0,0,1,0,0,0,0,0,0
NM_198999,SLC26A5,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_175064,WBSCR19,-,-,-,-,-,0.196 ,0.227 ,0,0,0,0,0,0,0,0,0
NM_001102605,IMPDH1,-,-,-,-,-,0.250 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_032826,SLC35B4,-,-,-,-,-,-0.021 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_018106,ZDHHC4,-,-,-,-,-,-0.052 ,0.204 ,0,0,0,0,0,0,0,1,0
NM_080928,ASB15,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001091,ABP1,-,-,-,-,-,0.279 ,0.232 ,0,0,0,0,0,0,0,0,0
NM_022728,NEUROD6,-,-,-,-,-,1.061 ,0.750 ,0,0,0,0,0,0,0,0,0
NM_001105558,WEE2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014671,UBE3C,-,-,-,-,-,-0.553 ,0.210 ,0,1,0,0,2,0,0,0,0
NM_001008749,RAB19,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_007353,GNA12,-,-,-,-,-,-0.007 ,0.204 ,0,2,0,0,0,0,0,0,0
NM_031946,CENTG3,-,-,-,-,-,0.564 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_001753,CAV1,3,8,-0.601 ,-0.704 ,-0.362 ,-0.165 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001042535,CENTG3,-,-,-,-,-,0.255 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_206883,SLC26A5,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_014997,KIAA0265,-,-,-,-,-,0.202 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_181552,CUX1,16,41,0.341 ,0.242 ,0.507 ,0.216 ,0.205 ,0,0,0,0,1,0,0,0,0
NM_005295,GPR22,-,-,-,-,-,-,-,0,1,0,0,0,1,0,0,0
NM_181471,RFC2,15,39,-0.033 ,-0.153 ,0.107 ,-0.245 ,0.205 ,0,0,0,0,1,0,0,0,0
NM_001037163,MGC12966,-,-,-,-,-,0.095 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_020704,FAM40B,-,-,-,-,-,-0.197 ,0.206 ,0,0,0,0,0,1,0,0,0
NM_198508,KLRG2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_031434,TMUB1,-,-,-,-,-,-0.293 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_145872,ASB4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001102386,GNAT3,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_182633,ZNF713,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_001024613,FEZF1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_003910,BUD31,11,40,-0.055 ,-0.131 ,0.029 ,-,-,0,0,0,0,0,0,0,0,0
NM_024625,ZC3HAV1,-,-,-,-,-,0.065 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_032936,TMEM60,-,-,-,-,-,-0.225 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_199136,C7ORF46,-,-,-,-,-,0.473 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_080871,ASB10,-,-,-,-,-,-0.211 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_000596,IGFBP1,-,-,-,-,-,0.310 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_016200,LSM8,3,7,0.388 ,0.271 ,0.461 ,-0.619 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_182547,TMED4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_025154,UNC84A,-,-,-,-,-,0.071 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_001024607,LOC154907,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_207173,NPSR1,-,-,-,-,-,0.230 ,0.234 ,0,0,0,0,0,0,0,0,0
NM_152703,SAMD9L,-,-,-,-,-,-0.499 ,0.211 ,1,0,0,0,1,0,0,1,0
NM_004080,DGKB,-,-,-,-,-,0.004 ,0.787 ,0,0,0,0,1,0,0,0,0
NM_020728,FAM62B,-,-,-,-,-,-0.018 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_016118,NUB1,-,-,-,-,-,-0.372 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_018697,LANCL2,-,-,-,-,-,-0.178 ,0.247 ,1,0,0,0,0,0,0,0,0
NM_000492,CFTR,-,-,-,-,-,-0.156 ,0.555 ,0,0,0,0,0,1,0,0,0
NM_024926,TTC26,-,-,-,-,-,-0.183 ,0.206 ,0,0,0,0,1,0,0,0,0
NM_015395,DKFZP434B0335,-,-,-,-,-,-0.321 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_015694,ZNF777,-,-,-,-,-,0.335 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_005515,MNX1,-,-,-,-,-,0.370 ,0.228 ,0,0,1,0,0,0,0,0,0
NM_018487,TMEM176A,-,-,-,-,-,-0.068 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_013393,FTSJ2,-,-,-,-,-,0.198 ,0.205 ,0,0,0,0,0,1,0,0,0
NM_138771,CCDC126,-,-,-,-,-,-0.185 ,0.205 ,0,1,1,0,0,0,0,0,0
NM_152745,NXPH1,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_018384,GIMAP5,-,-,-,-,-,0.036 ,0.439 ,0,0,0,0,0,0,0,0,0
NM_001458,FLNC,16,58,-0.234 ,-0.339 ,-0.177 ,-0.315 ,0.206 ,0,0,0,0,2,0,0,0,0
NM_006833,COPS6,-,-,-,-,-,-0.089 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_015332,NUDCD3,-,-,-,-,-,-0.002 ,0.204 ,0,0,1,0,0,0,0,0,0
NM_002291,LAMB1,-,-,-,-,-,0.114 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_022906,STAG3L4,-,-,-,-,-,-0.274 ,0.217 ,0,0,0,0,0,0,0,0,0
NM_024653,PRKRIP1,-,-,-,-,-,0.133 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_012294,RAPGEF5,-,-,-,-,-,-,-,0,2,0,1,0,1,0,0,0
NM_003117,SPAM1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_003592,CUL1,2,2,0.327 ,0.313 ,0.340 ,-0.055 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_152740,HIBADH,-,-,-,-,-,-0.202 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_002541,OGDH,3,4,-0.288 ,-0.373 ,-0.140 ,-0.550 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_181646,ZNF804B,-,-,-,-,-,0.000 ,2.067 ,0,0,0,0,1,0,0,0,0
NM_032639,PLEKHA8,-,-,-,-,-,-0.243 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_002735,PRKAR1B,-,-,-,-,-,-0.203 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_012257,HBP1,-,-,-,-,-,-0.192 ,0.205 ,0,0,0,0,0,1,0,0,0
NM_001008395,LOC389541,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_147166,AKAP9,1,2,-0.017 ,-0.056 ,0.023 ,0.587 ,0.231 ,0,0,0,0,1,0,0,0,0
NM_032408,BAZ1B,33,75,0.197 ,0.100 ,0.278 ,-0.112 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_138400,NOM1,-,-,-,-,-,-,-,0,1,0,0,0,1,0,0,0
NM_000420,KEL,-,-,-,-,-,-0.243 ,0.358 ,0,0,0,0,0,0,0,0,0
NM_014504,RABGEF1,-,-,-,-,-,-0.068 ,0.204 ,0,1,1,0,0,0,0,0,0
NM_018718,TSGA14,-,-,-,-,-,-0.051 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_152913,TMEM130,-,-,-,-,-,0.177 ,0.383 ,0,0,0,0,0,0,0,0,0
NM_001708,OPN1SW,-,-,-,-,-,0.403 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_001219,CALU,-,-,-,-,-,-0.096 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_002141,HOXA4,-,-,-,-,-,-0.240 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_015464,SOSTDC1,-,-,-,-,-,0.358 ,0.235 ,0,0,0,0,0,0,0,0,0
NM_001113239,HIPK2,-,-,-,-,-,-0.537 ,0.210 ,0,1,2,0,0,0,0,0,0
NM_006555,YKT6,-,-,-,-,-,-0.383 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_001031617,COX19,-,-,-,-,-,0.658 ,0.214 ,1,1,0,1,0,0,0,0,0
NM_138426,GLCCI1,-,-,-,-,-,0.178 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_032421,CLIP2,-,-,-,-,-,-0.503 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_001009186,CCT6A,2,2,1.206 ,0.721 ,1.691 ,-0.106 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_022900,CASD1,-,-,-,-,-,-0.334 ,0.207 ,0,0,0,0,1,1,0,0,0
NM_021994,ZNF277,-,-,-,-,-,-0.319 ,0.214 ,0,1,0,0,0,0,0,0,0
NM_032842,TMEM209,-,-,-,-,-,0.289 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_021167,GATAD1,3,8,-0.089 ,-0.181 ,0.103 ,-0.297 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_000777,CYP3A5,-,-,-,-,-,0.663 ,1.104 ,0,0,0,0,0,0,0,0,0
NM_002510,GPNMB,-,-,-,-,-,0.379 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_001105282,LOC340286,-,-,-,-,-,-0.483 ,0.471 ,0,0,0,0,0,0,0,0,0
NM_022087,GALNT11,-,-,-,-,-,-0.038 ,0.204 ,0,0,0,0,1,0,0,0,0
NM_025031,FLJ21075,-,-,-,-,-,0.145 ,0.279 ,0,0,0,0,0,0,0,0,0
NM_019841,TRPV5,-,-,-,-,-,0.156 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001003941,OGDH,-,-,-,-,-,0.009 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_006213,PHKG1,-,-,-,-,-,-0.006 ,0.270 ,0,0,0,0,0,0,0,0,0
NM_002825,PTN,-,-,-,-,-,0.283 ,0.297 ,0,0,0,0,0,0,0,0,0
NM_145304,C7ORF33,-,-,-,-,-,0.496 ,1.922 ,0,0,0,0,1,0,0,0,0
NM_006076,HRBL,-,-,-,-,-,0.261 ,0.206 ,0,1,0,0,0,0,0,0,0
NM_001010932,HGF,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020432,PHTF2,-,-,-,-,-,0.241 ,0.206 ,1,0,1,0,0,0,0,0,0
NM_001004351,MGC57359,-,-,-,-,-,-0.229 ,0.242 ,0,0,0,0,0,0,0,0,0
NM_001008406,BCAP29,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_016587,CBX3,6,20,0.068 ,0.020 ,0.127 ,0.236 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_024637,GAL3ST4,-,-,-,-,-,0.143 ,0.211 ,0,0,0,0,0,0,0,0,0
NM_001185,AZGP1,-,-,-,-,-,-0.136 ,0.370 ,0,0,0,0,0,0,0,0,0
NM_018396,METTL2B,-,-,-,-,-,-,-,0,0,0,1,0,1,0,0,0
NM_002607,PDGFA,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_197964,C7ORF55,-,-,-,-,-,0.036 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_005918,MDH2,9,18,0.063 ,0.008 ,0.124 ,-0.053 ,0.204 ,0,0,0,0,0,1,0,0,0
NM_001103176,CNPY1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_004722,AP4M1,-,-,-,-,-,-0.656 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_080660,ZC3HAV1L,-,-,-,-,-,0.155 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_152739,HOXA9,-,-,-,-,-,-0.241 ,0.212 ,0,0,0,0,0,0,0,0,0
NM_015969,MRPS17,2,4,-0.601 ,-1.120 ,-0.038 ,0.131 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_032831,ORAI2,-,-,-,-,-,0.015 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_012322,LSM5,-,-,-,-,-,0.107 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001283,AP1S1,1,2,-0.931 ,-1.109 ,-0.753 ,-0.174 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_175047,PILRB,-,-,-,-,-,-0.394 ,0.207 ,0,0,0,0,0,0,0,0,0
NM_018077,RBM28,1,2,-0.012 ,-0.212 ,0.189 ,0.167 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_019029,CPVL,-,-,-,-,-,0.118 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_018412,ST7,-,-,-,-,-,-0.017 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001017440,CALN1,-,-,-,-,-,0.550 ,0.267 ,0,0,0,0,0,0,0,0,0
NM_175061,JAZF1,-,-,-,-,-,-1.751 ,0.261 ,1,0,0,0,0,0,0,0,0
NM_182762,7A5,-,-,-,-,-,1.019 ,1.168 ,0,1,1,0,0,0,0,0,0
NM_001010933,HGF,-,-,-,-,-,0.157 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_017715,ZNF3,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002851,PTPRZ1,-,-,-,-,-,0.701 ,0.219 ,0,0,0,0,0,0,0,0,0
NM_022574,GIGYF1,-,-,-,-,-,-0.009 ,0.207 ,3,0,0,0,0,0,0,0,0
NM_003930,SKAP2,-,-,-,-,-,-0.887 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_001040167,LFNG,-,-,-,-,-,-0.215 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_012301,MAGI2,-,-,-,-,-,0.261 ,1.144 ,0,0,0,0,0,1,0,0,0
NM_198901,SRI,-,-,-,-,-,-0.150 ,0.205 ,1,0,0,0,0,0,0,0,0
NM_058246,DNAJB6,-,-,-,-,-,0.528 ,0.210 ,0,0,0,0,0,0,0,0,0
NM_016478,ZC3HC1,6,12,-0.603 ,-0.714 ,-0.306 ,-0.101 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_004445,EPHB6,-,-,-,-,-,0.062 ,0.213 ,0,0,0,0,0,0,0,0,0
NM_015132,SNX13,-,-,-,-,-,0.260 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_148912,ABHD11,-,-,-,-,-,-0.427 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_012450,SLC13A4,-,-,-,-,-,-0.001 ,0.221 ,0,0,0,0,0,0,0,0,0
NM_181775,PLXNA4,-,-,-,-,-,-0.158 ,0.308 ,0,0,0,0,0,0,0,0,0
NM_005763,AASS,-,-,-,-,-,-,-,0,0,0,1,1,0,0,0,0
NM_004403,DFNA5,-,-,-,-,-,-0.801 ,0.217 ,0,0,0,0,0,0,0,0,0
NM_020911,PLXNA4,-,-,-,-,-,-1.079 ,0.878 ,0,0,0,0,0,0,0,0,0
NM_145914,ZSCAN21,-,-,-,-,-,-0.291 ,0.207 ,0,0,0,0,1,0,0,0,0
NM_002192,INHBA,-,-,-,-,-,0.325 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_004227,PSCD3,-,-,-,-,-,0.235 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_001105543,PLXNA4,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001010934,HGF,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_017984,ZCWPW1,-,-,-,-,-,0.393 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_033107,GTPBP10,-,-,-,-,-,0.367 ,0.207 ,1,0,0,0,0,0,0,0,0
NM_130797,DPP6,-,-,-,-,-,0.850 ,0.602 ,0,1,0,0,0,0,0,0,0
NM_004507,HUS1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001079864,TAX1BP1,-,-,-,-,-,-,-,0,0,0,0,1,0,0,0,0
NM_016086,STYXL1,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_020879,CCDC146,-,-,-,-,-,-0.321 ,0.225 ,0,0,0,0,0,0,0,0,0
NM_178273,PILRA,-,-,-,-,-,-0.644 ,0.214 ,0,0,0,0,0,0,0,0,0
NM_015949,C7ORF20,-,-,-,-,-,0.342 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001707,BCL7B,-,-,-,-,-,0.123 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002612,PDK4,-,-,-,-,-,0.476 ,0.209 ,0,1,0,0,0,0,0,0,0
NM_153345,TMEM139,-,-,-,-,-,-0.505 ,0.269 ,0,0,0,0,0,0,0,0,0
NM_152789,FAM133B,-,-,-,-,-,0.454 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_017549,EPDR1,-,-,-,-,-,0.103 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_016019,LUC7L2,13,44,-0.342 ,-0.579 ,-0.064 ,0.062 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_007349,PAXIP1,-,-,-,-,-,0.195 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_014705,DOCK4,-,-,-,-,-,0.584 ,0.211 ,0,1,0,0,0,0,0,0,0
NM_024636,STEAP4,-,-,-,-,-,-0.217 ,0.408 ,0,1,0,0,0,0,0,0,0
NM_032302,PSMG3,-,-,-,-,-,0.029 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002314,LIMK1,-,-,-,-,-,0.731 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_001008407,BCAP29,-,-,-,-,-,0.030 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_173680,ZNF775,-,-,-,-,-,-0.130 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_006682,FGL2,-,-,-,-,-,0.292 ,0.256 ,0,0,0,0,0,0,0,0,0
NM_022150,NPVF,-,-,-,-,-,0.138 ,0.232 ,0,0,0,0,0,0,0,0,0
NM_003227,TFR2,-,-,-,-,-,0.193 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_022143,LRRC4,-,-,-,-,-,-1.166 ,0.684 ,0,0,1,0,0,0,0,0,0
NM_015983,UBE2D4,-,-,-,-,-,-0.276 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_005273,GNB2,15,70,-0.130 ,-0.256 ,-0.057 ,-0.498 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_004760,STK17A,-,-,-,-,-,0.078 ,0.205 ,0,0,1,0,0,0,0,0,0
NM_058177,HDAC9,-,-,-,-,-,0.249 ,0.234 ,0,0,0,0,0,0,0,0,0
NM_014690,FAM131B,-,-,-,-,-,0.519 ,0.435 ,0,0,0,0,0,0,0,0,0
NM_201516,H2AFV,4,21,0.399 ,0.352 ,0.408 ,0.140 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_002360,MAFK,-,-,-,-,-,0.315 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_030647,JHDM1D,-,-,-,-,-,0.346 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_022777,RABL5,-,-,-,-,-,-0.004 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_017654,SAMD9,-,-,-,-,-,-0.096 ,0.205 ,0,0,0,0,1,0,0,0,0
NM_152559,WBSCR27,-,-,-,-,-,-0.062 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_022750,PARP12,-,-,-,-,-,0.392 ,0.208 ,0,0,0,0,0,0,0,0,0
NM_006528,TFPI2,-,-,-,-,-,0.346 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_138295,PKD1L1,-,-,-,-,-,-0.945 ,1.298 ,0,0,0,0,0,0,0,0,0
NM_004956,ETV1,-,-,-,-,-,0.354 ,0.210 ,0,0,0,0,0,1,0,0,0
NM_018646,TRPV6,-,-,-,-,-,-0.054 ,0.237 ,0,0,1,0,0,0,0,0,0
NM_007188,ABCB8,-,-,-,-,-,-0.415 ,0.219 ,0,0,0,1,0,0,0,0,0
NM_021151,CROT,-,-,-,-,-,0.101 ,0.210 ,0,0,0,0,2,0,0,0,0
NM_001003806,TARP,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001040457,RHBDD2,-,-,-,-,-,0.051 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001006632,CHRM2,-,-,-,-,-,0.542 ,0.221 ,0,0,1,0,0,0,0,0,0
NM_005435,ARHGEF5,-,-,-,-,-,0.284 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_031243,HNRNPA2B1,22,351,-0.023 ,-0.117 ,0.057 ,-0.006 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_001039487,NSUN5C,-,-,-,-,-,-0.251 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_018842,BAIAP2L1,-,-,-,-,-,-0.032 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_001077663,URG4,-,-,-,-,-,-0.324 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_005431,XRCC2,-,-,-,-,-,-0.134 ,0.218 ,0,0,0,0,0,0,0,0,0
NM_182546,VSTM2A,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_152999,STEAP2,-,-,-,-,-,0.247 ,0.251 ,0,0,1,0,0,0,0,0,0
NM_018844,BCAP29,-,-,-,-,-,-,-,0,0,1,0,0,0,0,0,0
NM_145808,MTPN,-,-,-,-,-,0.018 ,0.204 ,1,0,0,0,0,0,0,0,0
NM_013446,MKRN1,-,-,-,-,-,0.188 ,0.205 ,0,1,0,0,0,0,0,0,0
NM_016265,ZNF12,-,-,-,-,-,-0.276 ,0.206 ,0,0,1,9,9,2,0,0,0
NM_020417,TBX20,-,-,-,-,-,-0.380 ,0.479 ,0,0,0,0,0,0,0,0,0
NM_198285,WDR86,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001097620,TMEM184A,-,-,-,-,-,0.064 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_138290,RUNDC3B,-,-,-,-,-,-0.063 ,0.215 ,0,0,0,0,0,0,0,0,0
NM_012281,KCND2,-,-,-,-,-,0.081 ,0.250 ,0,0,0,0,1,0,0,0,0
NM_012449,STEAP1,-,-,-,-,-,0.787 ,0.216 ,0,0,0,0,0,0,0,0,0
NM_024728,C7ORF10,-,-,-,-,-,-,-,0,0,0,0,0,1,0,0,0
NM_175887,PRR15,-,-,-,-,-,-0.116 ,0.220 ,0,0,0,0,0,0,0,0,0
NM_001110354,ZP3,-,-,-,-,-,-0.251 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_017528,WBSCR22,5,9,0.461 ,-1.070 ,0.565 ,-,-,0,0,0,0,0,0,0,0,0
NM_032016,STARD3NL,-,-,-,-,-,-0.280 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_000441,SLC26A4,-,-,-,-,-,-0.687 ,0.750 ,2,0,1,0,1,0,0,0,0
NM_015328,AHCYL2,-,-,-,-,-,-0.155 ,0.205 ,0,0,0,0,2,0,0,0,0
NM_019015,CSGLCA-T,-,-,-,-,-,-0.122 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_019644,ANKRD7,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001009824,GHRHR,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_001883,CRHR2,-,-,-,-,-,0.311 ,0.206 ,0,0,0,0,0,0,0,0,0
NM_005868,BET1,-,-,-,-,-,0.112 ,0.204 ,1,0,0,0,0,0,0,0,0
NM_014660,PHF14,5,7,0.232 ,0.076 ,0.300 ,-0.213 ,0.205 ,0,0,0,0,1,0,0,0,0
NM_032164,ZNF394,-,-,-,-,-,0.359 ,0.207 ,0,0,0,0,1,0,0,0,0
NM_178559,ABCB5,-,-,-,-,-,0.584 ,0.616 ,0,0,0,1,0,0,0,0,0
NM_000089,COL1A2,-,-,-,-,-,-0.111 ,0.261 ,0,0,0,0,0,0,0,0,0
NM_007009,ZPBP,-,-,-,-,-,0.171 ,0.238 ,0,0,0,0,1,0,0,0,0
NM_002835,PTPN12,-,-,-,-,-,-0.496 ,0.209 ,0,0,0,0,0,0,0,0,0
NM_006980,MTERF,-,-,-,-,-,0.005 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_194071,CREB3L2,-,-,-,-,-,-,-,1,0,0,0,0,0,0,0,0
NM_000083,CLCN1,-,-,-,-,-,0.170 ,0.205 ,0,0,0,0,0,0,0,0,0
NM_138701,C7ORF11,-,-,-,-,-,0.035 ,0.204 ,0,0,0,0,0,0,0,0,0
NM_015660,GIMAP2,-,-,-,-,-,-0.705 ,0.931 ,0,0,0,0,0,0,0,0,0
NM_032599,FAM71F1,-,-,-,-,-,0.091 ,0.265 ,0,0,0,0,0,0,0,0,0
NM_052933,TSGA13,-,-,-,-,-,-,-,0,0,0,0,0,0,1,0,0
NM_005232,EPHA1,-,-,-,-,-,0.525 ,0.563 ,0,0,0,0,1,0,0,0,0
NM_001100390,IQCE,-,-,-,-,-,-0.056 ,0.204 ,0,1,0,0,0,0,0,0,0
NM_001012454,FAM71F2,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
NM_002214,ITGB8,-,-,-,-,-,-0.187 ,0.218 ,0,2,1,0,0,0,1,0,0
